sex,qimd,ethnicity,sha,smoking_status,age,total_patient_years,ageband
men,5 least deprived,white,South East Coast,smoker,68,19.44109576357179,65—69
men,5 least deprived,white,South West,ex_smoker,68,60.47331349028121,65—69
men,5 least deprived,white,South West,never_smoker,68,58.01952197549232,65—69
men,5 least deprived,white,South West,smoker,68,13.323287639523084,65—69
men,5 least deprived,white,West Midlands,ex_smoker,68,54.433557425566896,65—69
men,5 least deprived,white,West Midlands,never_smoker,68,56.18904077879249,65—69
men,5 least deprived,white,West Midlands,smoker,68,9.484931475139524,65—69
men,5 least deprived,white,Yorkshire and the Humber,ex_smoker,68,46.51534507955866,65—69
men,5 least deprived,white,Yorkshire and the Humber,never_smoker,68,42.20548652550438,65—69
men,5 least deprived,white,Yorkshire and the Humber,smoker,68,11.28493144342973,65—69
women,1 most deprived,bangladeshi,East Midlands,never_smoker,68,0.8383561326737696,65—69
women,1 most deprived,bangladeshi,London,never_smoker,68,2,65—69
women,1 most deprived,bangladeshi,North West,never_smoker,68,2,65—69
women,1 most deprived,bangladeshi,North West,smoker,68,1,65—69
women,1 most deprived,bangladeshi,South West,never_smoker,68,1,65—70
women,1 most deprived,bangladeshi,Yorkshire and the Humber,never_smoker,68,1,65—69
women,1 most deprived,black african,London,ex_smoker,68,1,65—70
women,1 most deprived,black african,London,never_smoker,68,4.473972571029934,65—69
women,1 most deprived,black african,North West,never_smoker,68,1,65—70
women,1 most deprived,black african,South East Coast,ex_smoker,68,0.885245870016191,65—69
women,1 most deprived,black african,South West,ex_smoker,68,1,65—69
women,1 most deprived,black african,Yorkshire and the Humber,never_smoker,68,1,65—70
women,1 most deprived,black caribbean,East Midlands,ex_smoker,68,2,65—69
women,1 most deprived,black caribbean,East of England,never_smoker,68,2,65—69
women,1 most deprived,black caribbean,London,ex_smoker,68,1.7287670915778792,65—69
women,1 most deprived,black caribbean,London,never_smoker,68,6.827397165144597,65—69
women,1 most deprived,black caribbean,London,smoker,68,2.8246575025367835,65—69
women,1 most deprived,black caribbean,South West,ex_smoker,68,1,65—69
women,1 most deprived,black caribbean,South West,never_smoker,68,1,65—70
women,1 most deprived,black caribbean,West Midlands,ex_smoker,68,1,65—69
women,1 most deprived,black caribbean,West Midlands,never_smoker,68,6.106849283358701,65—69
women,1 most deprived,black caribbean,West Midlands,smoker,68,0.36164380390664636,65—69
women,1 most deprived,black caribbean,Yorkshire and the Humber,never_smoker,68,1.9344261978850437,65—69
women,1 most deprived,chinese,London,never_smoker,68,1,65—69
women,1 most deprived,chinese,West Midlands,never_smoker,68,0.2575342148655505,65—70
women,1 most deprived,indian,East Midlands,ex_smoker,68,1,65—69
women,1 most deprived,indian,East Midlands,never_smoker,68,3.8770491487047156,65—69
women,1 most deprived,indian,East Midlands,smoker,68,1,65—70
women,1 most deprived,indian,London,ex_smoker,68,1,65—69
women,1 most deprived,indian,London,never_smoker,68,3,65—69
women,1 most deprived,indian,London,smoker,68,1,65—69
women,1 most deprived,indian,South Central,never_smoker,68,1,65—69
women,1 most deprived,indian,West Midlands,never_smoker,68,5,65—69
women,1 most deprived,indian,West Midlands,smoker,68,0.01639344262295082,65—69
women,1 most deprived,indian,Yorkshire and the Humber,ex_smoker,68,1,65—70
women,1 most deprived,other,East Midlands,smoker,68,1,65—70
women,1 most deprived,other,East of England,never_smoker,68,1,65—69
women,1 most deprived,other,East of England,smoker,68,1,65—69
women,1 most deprived,other,London,ex_smoker,68,1.4273972285641805,65—69
women,1 most deprived,other,London,never_smoker,68,5.866015293650001,65—69
women,1 most deprived,other,London,smoker,68,3.7342465436326737,65—69
women,1 most deprived,other,North West,ex_smoker,68,3,65—69
women,1 most deprived,other,North West,never_smoker,68,1,65—69
women,1 most deprived,other,South Central,ex_smoker,68,2,65—70
women,1 most deprived,other,South East Coast,smoker,68,1,65—70
women,1 most deprived,other,West Midlands,never_smoker,68,3.0383561326737696,65—69
women,1 most deprived,other,Yorkshire and the Humber,ex_smoker,68,1,65—70
women,1 most deprived,other asian,East of England,ex_smoker,68,1,65—69
women,1 most deprived,other asian,London,ex_smoker,68,1,65—69
women,1 most deprived,other asian,London,never_smoker,68,6.542465721714866,65—69
women,1 most deprived,other asian,London,smoker,68,1,65—69
women,1 most deprived,other asian,West Midlands,never_smoker,68,1,65—69
women,1 most deprived,pakistani,East Midlands,never_smoker,68,1,65—70
women,1 most deprived,pakistani,North West,ex_smoker,68,1.589041064180619,65—69
women,1 most deprived,pakistani,North West,never_smoker,68,1.0958903792491121,65—69
women,1 most deprived,pakistani,North West,smoker,68,0.8383561326737696,65—69
women,1 most deprived,pakistani,West Midlands,ex_smoker,68,1,65—69
women,1 most deprived,pakistani,West Midlands,never_smoker,68,2.1287670915778794,65—69
women,1 most deprived,pakistani,Yorkshire and the Humber,never_smoker,68,4,65—69
women,1 most deprived,white,East Midlands,ex_smoker,68,19.055153638707296,65—69
women,1 most deprived,white,East Midlands,never_smoker,68,22.21399780015484,65—69
women,1 most deprived,white,East Midlands,smoker,68,9.720547818366311,65—69
women,1 most deprived,white,East of England,ex_smoker,68,22.268492897006595,65—69
women,1 most deprived,white,East of England,never_smoker,68,11.637427856064576,65—69
women,1 most deprived,white,East of England,smoker,68,13.622636203086836,65—69
women,1 most deprived,white,London,ex_smoker,68,15.413698439878234,65—69
women,1 most deprived,white,London,never_smoker,68,29.556164129883307,65—69
women,1 most deprived,white,London,smoker,68,26.15376131892288,65—69
women,1 most deprived,white,North East,ex_smoker,68,29.1726024543379,65—69
women,1 most deprived,white,North East,never_smoker,68,22.833205824707576,65—69
women,1 most deprived,white,North East,smoker,68,13.698630010147133,65—69
women,1 most deprived,white,North West,ex_smoker,68,65.7728865580459,65—69
women,1 most deprived,white,North West,never_smoker,68,79.3686571044316,65—69
women,1 most deprived,white,North West,smoker,68,50.430465845088484,65—69
women,1 most deprived,white,South Central,ex_smoker,68,4.438356100963977,65—69
women,1 most deprived,white,South Central,never_smoker,68,5,65—69
women,1 most deprived,white,South Central,smoker,68,7.31780818746829,65—69
women,1 most deprived,white,South East Coast,ex_smoker,68,10.074099731021256,65—69
women,1 most deprived,white,South East Coast,never_smoker,68,7.991863068367698,65—69
women,1 most deprived,white,South East Coast,smoker,68,6.082191749112126,65—69
women,1 most deprived,white,South West,ex_smoker,68,18.969862791730087,65—69
women,1 most deprived,white,South West,never_smoker,68,15.172602581177067,65—69
women,1 most deprived,white,South West,smoker,68,11.372602581177068,65—69
women,1 most deprived,white,West Midlands,ex_smoker,68,39.68248337012016,65—69
women,1 most deprived,white,West Midlands,never_smoker,68,35.69067260584139,65—69
women,1 most deprived,white,West Midlands,smoker,68,21.19725992516489,65—69
women,1 most deprived,white,Yorkshire and the Humber,ex_smoker,68,44.35890398274987,65—69
women,1 most deprived,white,Yorkshire and the Humber,never_smoker,68,42.60110000133424,65—69
women,1 most deprived,white,Yorkshire and the Humber,smoker,68,28.345257720121406,65—69
women,2,bangladeshi,London,ex_smoker,68,1,65—69
women,2,bangladeshi,London,never_smoker,68,4.427434561472637,65—69
women,2,bangladeshi,South East Coast,never_smoker,68,1,65—69
women,2,black african,London,ex_smoker,68,1.2986301052765095,65—69
women,2,black african,London,never_smoker,68,4.304109557331304,65—69
women,2,black african,South East Coast,never_smoker,68,0.7890410641806189,65—70
women,2,black caribbean,East Midlands,smoker,68,0.8986301052765094,65—69
women,2,black caribbean,East of England,ex_smoker,68,1,65—69
women,2,black caribbean,East of England,smoker,68,1,65—69
women,2,black caribbean,London,ex_smoker,68,2,65—69
women,2,black caribbean,London,never_smoker,68,9.748005026868418,65—69
women,2,black caribbean,North West,ex_smoker,68,1,65—69
women,2,black caribbean,South East Coast,never_smoker,68,1,65—69
women,2,black caribbean,West Midlands,ex_smoker,68,1,65—69
women,2,black caribbean,West Midlands,smoker,68,1,65—69
women,2,chinese,London,never_smoker,68,1.030548630431558,65—69
women,2,chinese,London,smoker,68,1,65—69
women,2,indian,East Midlands,never_smoker,68,3,65—69
women,2,indian,East of England,smoker,68,1,65—70
women,2,indian,London,never_smoker,68,9.893150589802131,65—69
women,2,indian,London,smoker,68,2.219178082191781,65—69
women,2,indian,North West,never_smoker,68,1,65—69
women,2,indian,South East Coast,never_smoker,68,2,65—69
women,2,indian,West Midlands,ex_smoker,68,0.36438352993404366,65—70
women,2,indian,West Midlands,never_smoker,68,3.912328703703704,65—69
women,2,indian,Yorkshire and the Humber,never_smoker,68,1.6767122970573314,65—69
women,2,other,East Midlands,smoker,68,1,65—70
women,2,other,East of England,never_smoker,68,0.8273972285641806,65—70
women,2,other,London,ex_smoker,68,3,65—69
women,2,other,London,never_smoker,68,4.202739662607813,65—69
women,2,other,London,smoker,68,3.126027365550482,65—69
women,2,other,North West,ex_smoker,68,1,65—70
women,2,other,North West,never_smoker,68,1,65—69
women,2,other,South Central,never_smoker,68,2,65—69
women,2,other,West Midlands,never_smoker,68,1,65—69
women,2,other,Yorkshire and the Humber,smoker,68,0.02465750253678336,65—70
women,2,other asian,East of England,never_smoker,68,1,65—69
women,2,other asian,London,ex_smoker,68,2,65—69
women,2,other asian,London,never_smoker,68,4,65—70
women,2,other asian,South Central,never_smoker,68,2,65—69
women,2,other asian,South East Coast,never_smoker,68,1,65—69
women,2,pakistani,London,ex_smoker,68,1,65—69
women,2,pakistani,London,never_smoker,68,2.427397196854389,65—69
women,2,pakistani,London,smoker,68,1,65—69
women,2,pakistani,North West,never_smoker,68,1,65—69
women,2,pakistani,South East Coast,never_smoker,68,1,65—69
women,2,pakistani,Yorkshire and the Humber,never_smoker,68,1,65—69
women,2,white,East Midlands,ex_smoker,68,36.34152225195665,65—69
women,2,white,East Midlands,never_smoker,68,39.01954455918884,65—69
women,2,white,East Midlands,smoker,68,17.37534233891426,65—69
women,2,white,East of England,ex_smoker,68,43.44673215942991,65—69
women,2,white,East of England,never_smoker,68,43.86575320268899,65—69
women,2,white,East of England,smoker,68,18.523287354134958,65—69
women,2,white,London,ex_smoker,68,38.65451730011741,65—69
women,2,white,London,never_smoker,68,43.30958881912735,65—69
women,2,white,London,smoker,68,17.068493055555557,65—69
women,2,white,North East,ex_smoker,68,29.718436628413915,65—69
women,2,white,North East,never_smoker,68,29.69074007128292,65—69
women,2,white,North East,smoker,68,12.698630041856925,65—69
women,2,white,North West,ex_smoker,68,46.96994506988977,65—69
women,2,white,North West,never_smoker,68,48.58419738011273,65—69
women,2,white,North West,smoker,68,26.337210425226576,65—69
women,2,white,South Central,ex_smoker,68,9.791780695078641,65—69
women,2,white,South Central,never_smoker,68,23.046575088787417,65—69
women,2,white,South Central,smoker,68,8.638356100963978,65—69
women,2,white,South East Coast,ex_smoker,68,21.949988676485265,65—69
women,2,white,South East Coast,never_smoker,68,31.78904093734145,65—69
women,2,white,South East Coast,smoker,68,16.756164288432267,65—69
women,2,white,South West,ex_smoker,68,42.110000177956046,65—69
women,2,white,South West,never_smoker,68,39.54810919093592,65—69
women,2,white,South West,smoker,68,18.389040969051244,65—69
women,2,white,West Midlands,ex_smoker,68,30.254794203450025,65—69
women,2,white,West Midlands,never_smoker,68,32.03287626839168,65—69
women,2,white,West Midlands,smoker,68,14.567123255961441,65—69
women,2,white,Yorkshire and the Humber,ex_smoker,68,36.97534221207509,65—69
women,2,white,Yorkshire and the Humber,never_smoker,68,48.21643781709792,65—69
women,2,white,Yorkshire and the Humber,smoker,68,21.997260147133435,65—69
women,3,bangladeshi,West Midlands,never_smoker,68,1,65—69
women,3,black african,London,ex_smoker,68,1,65—69
women,3,black african,South East Coast,never_smoker,68,1,65—69
women,3,black caribbean,East Midlands,never_smoker,68,1,65—69
women,3,black caribbean,East of England,never_smoker,68,0.9397259639776763,65—69
women,3,black caribbean,London,ex_smoker,68,1.1643835299340437,65—69
women,3,black caribbean,London,never_smoker,68,4.52602733384069,65—69
women,3,black caribbean,London,smoker,68,2,65—70
women,3,black caribbean,South Central,smoker,68,1,65—69
women,3,black caribbean,South West,ex_smoker,68,1,65—69
women,3,black caribbean,West Midlands,smoker,68,1,65—69
women,3,chinese,London,never_smoker,68,2.5397259956874683,65—69
women,3,indian,East Midlands,ex_smoker,68,1,65—70
women,3,indian,East Midlands,never_smoker,68,5.764383529934044,65—69
women,3,indian,East of England,ex_smoker,68,1,65—70
women,3,indian,East of England,never_smoker,68,2,65—70
women,3,indian,London,ex_smoker,68,4,65—69
women,3,indian,London,never_smoker,68,13.54246562658549,65—69
women,3,indian,London,smoker,68,0.673972571029934,65—69
women,3,indian,North West,never_smoker,68,1,65—69
women,3,indian,South Central,never_smoker,68,1,65—69
women,3,indian,South East Coast,never_smoker,68,1,65—70
women,3,indian,West Midlands,never_smoker,68,3.2986301052765095,65—69
women,3,indian,Yorkshire and the Humber,never_smoker,68,1,65—70
women,3,other,London,ex_smoker,68,0.06027394089294774,65—69
women,3,other,London,never_smoker,68,3,65—69
women,3,other,London,smoker,68,2,65—69
women,3,other,North East,ex_smoker,68,1,65—70
women,3,other,North West,ex_smoker,68,1,65—69
women,3,other,South Central,ex_smoker,68,0.7205479134956875,65—69
women,3,other,South East Coast,never_smoker,68,1,65—69
women,3,other,South West,never_smoker,68,1,65—69
women,3,other,West Midlands,never_smoker,68,0.2958903792491121,65—69
women,3,other asian,East of England,ex_smoker,68,0.6219177765093861,65—69
women,3,other asian,East of England,never_smoker,68,1,65—69
women,3,other asian,London,ex_smoker,68,1,65—69
women,3,other asian,London,never_smoker,68,3.431693989071038,65—69
women,3,other asian,North West,never_smoker,68,0.41917805048198886,65—70
women,3,other asian,North West,smoker,68,0.5534246258244546,65—70
women,3,other asian,South Central,never_smoker,68,2,65—69
women,3,other asian,South East Coast,ex_smoker,68,1,65—69
women,3,other asian,South East Coast,never_smoker,68,1,65—70
women,3,pakistani,London,ex_smoker,68,0.049315036783358704,65—70
women,3,pakistani,South Central,never_smoker,68,1,65—69
women,3,white,East Midlands,ex_smoker,68,55.05205447742263,65—69
women,3,white,East Midlands,never_smoker,68,54.52851235954122,65—69
women,3,white,East Midlands,smoker,68,21.799999936580416,65—69
women,3,white,East of England,ex_smoker,68,73.28621097200389,65—69
women,3,white,East of England,never_smoker,68,85.53698560375445,65—69
women,3,white,East of England,smoker,68,27.77534224378488,65—69
women,3,white,London,ex_smoker,68,51.34560199376617,65—69
women,3,white,London,never_smoker,68,50.44667227479463,65—69
women,3,white,London,smoker,68,6.958903982749873,65—69
women,3,white,North East,ex_smoker,68,17.857534151445968,65—69
women,3,white,North East,never_smoker,68,36.14052657358543,65—69
women,3,white,North East,smoker,68,6.104109557331304,65—69
women,3,white,North West,ex_smoker,68,36.259644707635715,65—69
women,3,white,North West,never_smoker,68,61.8541429254761,65—69
women,3,white,North West,smoker,68,17.199999904870623,65—69
women,3,white,South Central,ex_smoker,68,33.9232875761035,65—69
women,3,white,South Central,never_smoker,68,38.269159083001334,65—69
women,3,white,South Central,smoker,68,6.487671137747336,65—69
women,3,white,South East Coast,ex_smoker,68,47.67397219051243,65—69
women,3,white,South East Coast,never_smoker,68,48.18125570161121,65—69
women,3,white,South East Coast,smoker,68,18.70437139452734,65—69
women,3,white,South West,ex_smoker,68,73.58114325920866,65—69
women,3,white,South West,never_smoker,68,85.69338955800015,65—69
women,3,white,South West,smoker,68,19.31548004206486,65—69
women,3,white,West Midlands,ex_smoker,68,50.42481409753239,65—69
women,3,white,West Midlands,never_smoker,68,69.05263819517221,65—69
women,3,white,West Midlands,smoker,68,16.383561580416032,65—69
women,3,white,Yorkshire and the Humber,ex_smoker,68,50.279451737696604,65—69
women,3,white,Yorkshire and the Humber,never_smoker,68,71.66887440860371,65—69
women,3,white,Yorkshire and the Humber,smoker,68,21.80291173614057,65—69
women,4,bangladeshi,London,never_smoker,68,1,65—69
women,4,black african,London,never_smoker,68,2,65—69
women,4,black african,South Central,ex_smoker,68,0.6575342148655505,65—70
women,4,black caribbean,East Midlands,never_smoker,68,0.09315065322171487,65—69
women,4,black caribbean,London,ex_smoker,68,2.030136954591578,65—69
women,4,black caribbean,London,never_smoker,68,0.48493147513952306,65—69
women,4,black caribbean,London,smoker,68,1,65—70
women,4,black caribbean,South East Coast,ex_smoker,68,1,65—70
women,4,black caribbean,Yorkshire and the Humber,ex_smoker,68,1,65—69
women,4,chinese,London,never_smoker,68,3,65—69
women,4,chinese,North East,never_smoker,68,1,65—70
women,4,chinese,North West,ex_smoker,68,1,65—69
women,4,chinese,North West,never_smoker,68,2,65—69
women,4,chinese,South Central,never_smoker,68,0.3315068176052765,65—70
women,4,chinese,Yorkshire and the Humber,never_smoker,68,2,65—69
women,4,indian,East Midlands,never_smoker,68,1,65—69
women,4,indian,East of England,never_smoker,68,1,65—69
women,4,indian,London,never_smoker,68,7.035616406646373,65—69
women,4,indian,London,smoker,68,1,65—69
women,4,indian,South Central,never_smoker,68,2,65—69
women,4,indian,West Midlands,ex_smoker,68,1.7426154018964883,65—69
women,4,indian,West Midlands,never_smoker,68,2,65—69
women,4,indian,Yorkshire and the Humber,never_smoker,68,1,65—70
women,4,other,London,ex_smoker,68,1,65—69
women,4,other,London,never_smoker,68,1.8082191463723998,65—69
women,4,other,North West,never_smoker,68,1,65—69
women,4,other,South Central,never_smoker,68,1,65—70
women,4,other,South East Coast,ex_smoker,68,1,65—69
women,4,other,South West,never_smoker,68,1,65—69
women,4,other,West Midlands,never_smoker,68,1,65—69
women,4,other,Yorkshire and the Humber,ex_smoker,68,1,65—69
women,4,other asian,East of England,never_smoker,68,0.03013695459157788,65—69
women,4,other asian,London,ex_smoker,68,1,65—70
women,4,other asian,London,never_smoker,68,1.9671232559614409,65—69
women,4,other asian,South Central,ex_smoker,68,1,65—69
women,4,other asian,South Central,smoker,68,1,65—69
women,4,other asian,South West,never_smoker,68,1,65—69
women,4,pakistani,London,ex_smoker,68,0.263013666920345,65—69
women,4,pakistani,London,never_smoker,68,1,65—70
women,4,white,East Midlands,ex_smoker,68,49.630331231216715,65—69
women,4,white,East Midlands,never_smoker,68,57.62494906012523,65—69
women,4,white,East Midlands,smoker,68,14.849449650655128,65—69
women,4,white,East of England,ex_smoker,68,69.07704099720884,65—69
women,4,white,East of England,never_smoker,68,75.66333504011722,65—69
women,4,white,East of England,smoker,68,20.665753297818366,65—69
women,4,white,London,ex_smoker,68,38.101983523037596,65—69
women,4,white,London,never_smoker,68,57.69912361551236,65—69
women,4,white,London,smoker,68,11.986301243023846,65—69
women,4,white,North East,ex_smoker,68,22.416775049262807,65—69
women,4,white,North East,never_smoker,68,35.70684912480974,65—69
women,4,white,North East,smoker,68,2.547945142059868,65—69
women,4,white,North West,ex_smoker,68,59.56445803711536,65—69
women,4,white,North West,never_smoker,68,90.51262758833343,65—69
women,4,white,North West,smoker,68,10.561643772196854,65—69
women,4,white,South Central,ex_smoker,68,47.37575372945275,65—69
women,4,white,South Central,never_smoker,68,35.93171606541089,65—69
women,4,white,South Central,smoker,68,12.084931316590563,65—69
women,4,white,South East Coast,ex_smoker,68,58.65001823850199,65—69
women,4,white,South East Coast,never_smoker,68,62.98082150558092,65—69
women,4,white,South East Coast,smoker,68,23.08549996803029,65—69
women,4,white,South West,ex_smoker,68,62.89906369882074,65—69
women,4,white,South West,never_smoker,68,93.46575256849314,65—69
women,4,white,South West,smoker,68,17.534246448503296,65—69
women,4,white,West Midlands,ex_smoker,68,50.408218765941534,65—69
women,4,white,West Midlands,never_smoker,68,69.6695478898433,65—69
women,4,white,West Midlands,smoker,68,9.356531082440608,65—69
women,4,white,Yorkshire and the Humber,ex_smoker,68,47.545601740261105,65—69
women,4,white,Yorkshire and the Humber,never_smoker,68,76.86092445809179,65—69
women,4,white,Yorkshire and the Humber,smoker,68,13.52381150417391,65—69
women,5 least deprived,bangladeshi,South East Coast,ex_smoker,68,1,65—70
women,5 least deprived,black african,East of England,ex_smoker,68,1,65—69
women,5 least deprived,black african,South West,never_smoker,68,1,65—70
women,5 least deprived,black african,West Midlands,never_smoker,68,1.2136985984271944,65—69
women,5 least deprived,black caribbean,East Midlands,never_smoker,68,2,65—69
women,5 least deprived,black caribbean,London,never_smoker,68,1,65—69
women,5 least deprived,black caribbean,South Central,never_smoker,68,0.7506848997970573,65—70
women,5 least deprived,black caribbean,South West,never_smoker,68,0.3095890093860984,65—70
women,5 least deprived,chinese,East of England,ex_smoker,68,1,65—69
women,5 least deprived,chinese,North West,never_smoker,68,2,65—69
women,5 least deprived,chinese,South East Coast,never_smoker,68,1.4876712011669204,65—69
women,5 least deprived,chinese,West Midlands,never_smoker,68,1,65—69
women,5 least deprived,indian,East Midlands,never_smoker,68,0.7835616121258244,65—69
women,5 least deprived,indian,East of England,never_smoker,68,2,65—69
women,5 least deprived,indian,London,never_smoker,68,2,65—69
women,5 least deprived,indian,North West,never_smoker,68,1,65—69
women,5 least deprived,indian,South Central,never_smoker,68,3,65—69
women,5 least deprived,indian,South West,never_smoker,68,1,65—70
women,5 least deprived,indian,West Midlands,never_smoker,68,3.1397259639776762,65—69
women,5 least deprived,indian,Yorkshire and the Humber,never_smoker,68,2.1397259956874684,65—69
women,5 least deprived,other,East Midlands,ex_smoker,68,1,65—69
women,5 least deprived,other,London,ex_smoker,68,0.9207649956992512,65—69
women,5 least deprived,other,London,never_smoker,68,1,65—69
women,5 least deprived,other,South Central,ex_smoker,68,1,65—69
women,5 least deprived,other,South Central,never_smoker,68,1,65—69
women,5 least deprived,other,South East Coast,never_smoker,68,1,65—70
women,5 least deprived,other,Yorkshire and the Humber,ex_smoker,68,1,65—70
women,5 least deprived,other asian,East Midlands,ex_smoker,68,0.9589040778792491,65—69
women,5 least deprived,other asian,East of England,ex_smoker,68,1.5232876395230848,65—70
women,5 least deprived,other asian,East of England,never_smoker,68,2,65—69
women,5 least deprived,other asian,London,never_smoker,68,3,65—69
women,5 least deprived,other asian,South Central,never_smoker,68,0.44657531075596146,65—70
women,5 least deprived,other asian,South East Coast,never_smoker,68,1,65—69
women,5 least deprived,other asian,West Midlands,never_smoker,68,1,65—70
women,5 least deprived,pakistani,London,never_smoker,68,1,65—69
women,5 least deprived,pakistani,North West,never_smoker,68,1,65—70
women,5 least deprived,pakistani,South Central,never_smoker,68,1,65—69
women,5 least deprived,pakistani,West Midlands,never_smoker,68,1,65—70
women,5 least deprived,pakistani,Yorkshire and the Humber,never_smoker,68,1,65—69
women,5 least deprived,white,East Midlands,ex_smoker,68,53.89935573205607,65—69
women,5 least deprived,white,East Midlands,never_smoker,68,74.74036874190794,65—69
women,5 least deprived,white,East Midlands,smoker,68,16.399999873160834,65—69
women,5 least deprived,white,East of England,ex_smoker,68,90.93763688207493,65—69
women,5 least deprived,white,East of England,never_smoker,68,77.49097907127738,65—69
women,5 least deprived,white,East of England,smoker,68,15.520727409285737,65—69
women,5 least deprived,white,London,ex_smoker,68,25.10418422306158,65—69
women,5 least deprived,white,London,never_smoker,68,45.38630079908676,65—69
women,5 least deprived,white,London,smoker,68,5,65—69
women,5 least deprived,white,North East,ex_smoker,68,21.07945199137494,65—69
women,5 least deprived,white,North East,never_smoker,68,28.652488610033323,65—69
women,5 least deprived,white,North East,smoker,68,1,65—69
women,5 least deprived,white,North West,ex_smoker,68,64.12082424631195,65—69
women,5 least deprived,white,North West,never_smoker,68,85.07745279997464,65—69
women,5 least deprived,white,North West,smoker,68,17.531895973168318,65—69
women,5 least deprived,white,South Central,ex_smoker,68,74.40030605320868,65—69
women,5 least deprived,white,South Central,never_smoker,68,93.28036456773836,65—69
women,5 least deprived,white,South Central,smoker,68,21.994745052319423,65—69
women,5 least deprived,white,South East Coast,ex_smoker,68,51.230136764332826,65—69
women,5 least deprived,white,South East Coast,never_smoker,68,96.51827898708181,65—69
women,5 least deprived,white,South East Coast,smoker,68,12.47945189624556,65—69
women,5 least deprived,white,South West,ex_smoker,68,52.027995536890096,65—69
women,5 least deprived,white,South West,never_smoker,68,69.62545005560477,65—69
women,5 least deprived,white,South West,smoker,68,10.383561612125824,65—69
women,5 least deprived,white,West Midlands,ex_smoker,68,38.10136957762557,65—69
women,5 least deprived,white,West Midlands,never_smoker,68,61.68539497942156,65—69
women,5 least deprived,white,West Midlands,smoker,68,12.94520541603247,65—69
women,5 least deprived,white,Yorkshire and the Humber,ex_smoker,68,52.010958555301876,65—69
women,5 least deprived,white,Yorkshire and the Humber,never_smoker,68,69.95068442415018,65—69
women,5 least deprived,white,Yorkshire and the Humber,smoker,68,8,65—69
men,1 most deprived,bangladeshi,London,ex_smoker,69,0.2219177765093861,65—69
men,1 most deprived,bangladeshi,London,never_smoker,69,0.18356161212582445,65—69
men,1 most deprived,bangladeshi,London,smoker,69,0.9617486022566282,65—70
men,1 most deprived,bangladeshi,North West,ex_smoker,69,0.36986298198883816,65—69
men,1 most deprived,bangladeshi,West Midlands,never_smoker,69,2,65—69
men,1 most deprived,black african,East of England,ex_smoker,69,1,65—69
men,1 most deprived,black african,London,ex_smoker,69,5.153424594114663,65—69
men,1 most deprived,black african,London,never_smoker,69,3.608219114662608,65—69
men,1 most deprived,black african,North West,ex_smoker,69,1,65—69
men,1 most deprived,black african,Yorkshire and the Humber,ex_smoker,69,1,65—70
men,1 most deprived,black caribbean,East Midlands,never_smoker,69,0.6273972285641806,65—69
men,1 most deprived,black caribbean,London,ex_smoker,69,1,65—69
men,1 most deprived,black caribbean,London,never_smoker,69,4.194520484525621,65—69
men,1 most deprived,black caribbean,London,smoker,69,2,65—69
men,1 most deprived,black caribbean,North West,never_smoker,69,2,65—69
men,1 most deprived,black caribbean,North West,smoker,69,0.4684931506849315,65—70
men,1 most deprived,black caribbean,South West,never_smoker,69,1,65—69
men,1 most deprived,black caribbean,West Midlands,never_smoker,69,1.3589040778792492,65—69
men,1 most deprived,black caribbean,West Midlands,smoker,69,3,65—69
men,1 most deprived,black caribbean,Yorkshire and the Humber,never_smoker,69,1.9644808426937868,65—69
men,1 most deprived,chinese,London,never_smoker,69,0.94794517376966,65—69
men,1 most deprived,chinese,North West,never_smoker,69,1,65—70
men,1 most deprived,chinese,North West,smoker,69,1,65—69
men,1 most deprived,chinese,Yorkshire and the Humber,never_smoker,69,1,65—69
men,1 most deprived,indian,East Midlands,never_smoker,69,1,65—69
men,1 most deprived,indian,East Midlands,smoker,69,1,65—69
men,1 most deprived,indian,London,ex_smoker,69,4.912328767123288,65—69
men,1 most deprived,indian,London,never_smoker,69,3.0082191463724,65—69
men,1 most deprived,indian,North West,never_smoker,69,1,65—69
men,1 most deprived,indian,North West,smoker,69,0.8246575342465754,65—70
men,1 most deprived,indian,South Central,ex_smoker,69,1,65—70
men,1 most deprived,indian,West Midlands,ex_smoker,69,1,65—69
men,1 most deprived,indian,West Midlands,never_smoker,69,3.8164383244545914,65—69
men,1 most deprived,indian,Yorkshire and the Humber,never_smoker,69,1,65—69
men,1 most deprived,other,London,never_smoker,69,1.4767122970573312,65—69
men,1 most deprived,other,London,smoker,69,1,65—69
men,1 most deprived,other,North East,ex_smoker,69,1,65—70
men,1 most deprived,other,North West,never_smoker,69,2.2166853173093184,65—69
men,1 most deprived,other,North West,smoker,69,0.6575342148655505,65—69
men,1 most deprived,other,South West,never_smoker,69,1,65—69
men,1 most deprived,other,West Midlands,never_smoker,69,2,65—69
men,1 most deprived,other,West Midlands,smoker,69,1,65—69
men,1 most deprived,other,Yorkshire and the Humber,ex_smoker,69,0.6027396943176053,65—69
men,1 most deprived,other asian,London,ex_smoker,69,1.3726027080162355,65—69
men,1 most deprived,other asian,London,never_smoker,69,1.3808219178082193,65—69
men,1 most deprived,other asian,West Midlands,ex_smoker,69,1.6602739408929477,65—69
men,1 most deprived,pakistani,London,ex_smoker,69,0.4821917491121258,65—69
men,1 most deprived,pakistani,London,never_smoker,69,1.884931443429731,65—69
men,1 most deprived,pakistani,London,smoker,69,1,65—69
men,1 most deprived,pakistani,North West,ex_smoker,69,1,65—69
